order_id,customer_state,product_category_name_english,order_total_value,delivery_delay_days,primary_payment_type,avg_review_score,return_flag,is_canceled,is_low_review,purchase_year,purchase_month,return_risk_score,risk_band
60550084e6b4c0cb89a87df1f3e5ebd9,CE,electronics,66.78999999999999,-16.0,boleto,4.0,0,0,0,2018,2,0.47963396,Medium
5acce57f8d9dfd55fa48e212a641a69d,SP,computers_accessories,43.0,-14.0,boleto,5.0,0,0,0,2017,7,0.27737564,Medium
434d158e96bdd6972ad6e6d73ddcfd22,PE,health_beauty,508.17,-29.0,boleto,5.0,0,0,0,2018,6,0.35514587,Medium
7206b86ea789983f7a273ea7fa0bc2a8,SP,bed_bath_table,49.69,-7.0,credit_card,3.0,0,0,0,2018,3,0.4890623,Medium
1e7aff52cdbb2451ace09d0f848c3699,RJ,garden_tools,154.19,-12.0,credit_card,5.0,0,0,0,2017,5,0.40240768,Medium
6ea2f835b4556291ffdc53fa0b3b95e8,SP,housewares,356.12,7.0,credit_card,1.0,1,0,1,2017,11,0.48840126,Medium
948097deef559c742e7ce321e5e58919,DF,sports_leisure,95.67,-20.0,credit_card,5.0,0,0,0,2017,8,0.35543594,Medium
d22e9fa5731b9e30e8b27afcdc2f8563,BA,stationery,121.62,-31.0,debit_card,4.0,0,0,0,2018,8,0.31545097,Medium
ee64d42b8cf066f35eac1cf57de1aa85,SP,health_beauty,22.36,,boleto,1.0,1,0,1,2018,6,0.39768317,Medium
6ebaec694d7025e2ad4a05dba887c032,RJ,garden_tools,153.72,-11.0,credit_card,1.0,1,0,1,2017,5,0.4919978,Medium
d17dc4a904426827ca80f2ccb3a6be56,BA,sports_leisure,54.82,-18.0,credit_card,4.0,0,0,0,2017,5,0.40625754,Medium
25f4376934e13d3508486352e11a5db0,SP,furniture_decor,82.33000000000001,-4.0,credit_card,5.0,0,0,0,2018,5,0.35577923,Medium
5820a1100976432c7968a52da59e9364,RS,sports_leisure,52.239999999999995,-11.0,credit_card,5.0,0,0,0,2018,7,0.2895128,Medium
2ce1ad82022c1ba30c2079502ac725aa,SP,books_general_interest,130.56,-15.0,boleto,5.0,0,0,0,2017,8,0.31096774,Medium
138849fd84dff2fb4ca70a0a34c4aa1c,SP,construction_tools_construction,52.84,-9.0,boleto,5.0,0,0,0,2018,2,0.43813586,Medium
47aa4816b27ba60ec948cd019cc1afc1,PR,small_appliances,71.91,-17.0,boleto,5.0,0,0,0,2018,6,0.2859312,Medium
9faeb9b2746b9d7526aef5acb08e2aa0,RS,sports_leisure,151.04,-16.0,credit_card,1.0,1,0,1,2018,7,0.5816569,High
641fb0752bf5b5940c376b3a8bb9dc52,RJ,watches_gifts,386.33,-13.0,credit_card,4.0,0,0,0,2017,12,0.6641835,High
e425680f760cbc130be3e53a9773c584,SP,furniture_decor,50.25,-16.0,credit_card,5.0,0,0,0,2017,8,0.3352141,Medium
40c5e18f7d112b59b3e5113a59a905b3,RJ,perfumery,128.68,-27.0,credit_card,5.0,0,0,0,2018,6,0.23074847,Low
734e7d1bbaeb2ff82521ca0fe6fb6f79,SP,small_appliances,43.46,-21.0,credit_card,5.0,0,0,0,2018,6,0.23840699,Low
66e4624ae69e7dc89bd50222b59f581f,SE,telephony,91.68,1.0,credit_card,1.0,1,0,1,2018,3,0.8273565,Very High
a685d016c8a26f71a0bb67821070e398,SP,furniture_decor,99.26,7.0,boleto,1.0,1,0,1,2017,3,0.53519714,High
2edfd6d1f0b4cd0db4bf37b1b224d855,SP,sports_leisure,141.15,-17.0,boleto,5.0,0,0,0,2017,6,0.32070988,Medium
68873cf91053cd11e6b49a766db5af1a,SP,bed_bath_table,91.66,-13.0,boleto,4.0,0,0,0,2017,11,0.50214946,High
f346ad4ee8f630e5e4ddaf862a34e6dd,DF,sports_leisure,53.66,-5.0,credit_card,5.0,0,0,0,2018,8,0.23298217,Low
8f06cc6465925031568537b815f1198d,RJ,sports_leisure,317.34,-13.0,credit_card,5.0,0,0,0,2017,11,0.51568335,High
ccbabeb0b02433bd0fcbac46e70339f2,MG,food,43.0,-4.0,boleto,4.0,0,0,0,2018,2,0.45677307,Medium
688052146432ef8253587b930b01a06d,MG,computers_accessories,346.09,-21.0,credit_card,4.0,0,0,0,2018,4,0.6723054,High
f271576bed568e896f99eb710cd3a6f8,BA,construction_tools_construction,824.76,-28.0,credit_card,3.0,0,0,0,2018,1,0.8200295,Very High
686541986ecfb7d9296eb67719973bf0,MG,telephony,39.99,-20.0,credit_card,4.0,0,0,0,2018,2,0.4914732,Medium
68e48e68da1f50f7c5838ea75e3a20dd,SP,auto,392.6,-21.0,credit_card,5.0,0,0,0,2018,6,0.62950575,High
b52cc4919de82b4d696a4380d10804a3,SP,construction_tools_construction,55.02,-8.0,boleto,5.0,0,0,0,2018,6,0.2879195,Medium
fdf128b3630c21adc9ca4fb8a51b68ec,SC,food,46.2,-9.0,debit_card,3.0,0,0,0,2018,7,0.2932253,Medium
a6aeb116d2cb5013eb8a94585b71ffef,SP,baby,59.34,-9.0,credit_card,5.0,0,0,0,2017,9,0.39552853,Medium
fa516182d28f96f5f5c651026b0749ee,SP,air_conditioning,209.41,-19.0,credit_card,5.0,0,0,0,2018,4,0.191193,Low
6abaad69b8b349c3a529b4b91ce18e46,SP,cool_stuff,57.0,-11.0,credit_card,4.0,0,0,0,2018,2,0.5210588,High
974c1993ab8024d3ed16229183c2308d,MG,health_beauty,84.56,-12.0,boleto,5.0,0,0,0,2017,2,0.49171397,Medium
82bce245b1c9148f8d19a55b9ff70644,PR,housewares,267.8,-2.0,boleto,1.0,1,0,1,2017,4,0.72738814,High
a910f58086d58b3ae6f37aa712d377b9,MT,perfumery,145.66,-16.0,credit_card,5.0,0,0,0,2017,9,0.6510272,High
bd4bd0194d6d29f83b8557d4b89b572a,SP,auto,37.83,-2.0,boleto,5.0,0,0,0,2018,7,0.39681923,Medium
634e8f4c0f6744a626f77f39770ac6aa,RS,watches_gifts,234.28,-15.0,credit_card,1.0,1,0,1,2017,8,0.411548,Medium
6d25592267349b322799e2beb687871e,SP,watches_gifts,201.82,-1.0,boleto,4.0,0,0,0,2018,8,0.35792497,Medium
b8801cccd8068de30112e4f49903d74a,SP,health_beauty,27.77,-15.0,credit_card,3.0,0,0,0,2017,7,0.35371026,Medium
2711a938db643b3f0b62ee2c8a2784aa,DF,telephony,59.1,-10.0,boleto,5.0,0,0,0,2017,12,0.55947274,High
3bc77ce8be27211bac313c2daa402d1a,MG,health_beauty,66.98,-16.0,credit_card,5.0,0,0,0,2017,4,0.2943972,Medium
10c320f977c6a18f91b2d14be13128c6,RS,bed_bath_table,132.26,-14.0,credit_card,3.0,0,0,0,2017,5,0.40797332,Medium
0a4a2fccb27bd83a892fa503987a595b,PB,bed_bath_table,63.34,-14.0,credit_card,4.0,0,0,0,2017,4,0.48457825,Medium
e4de6d53ecff736bc68804b0b6e9f635,BA,office_furniture,231.12,-13.0,boleto,2.0,1,0,1,2017,10,0.5998778,High
6b860b35691d486e45dc98e3514ec5f6,SP,sports_leisure,574.36,-15.0,boleto,5.0,0,0,0,2017,12,0.4706838,Medium
ec341c54a5ebf8ee0a67a8632aa7579b,SC,bed_bath_table,29.92,-13.0,credit_card,5.0,0,0,0,2017,8,0.38801014,Medium
cadbb3657dac2dbbd5b84b12e7b78aad,SP,computers_accessories,409.79,-13.0,boleto,4.0,0,0,0,2018,2,0.53119445,High
9defaf92cff22420e4e8ef7784815a55,SP,fashion_underwear_beach,62.69,-15.0,credit_card,5.0,0,0,0,2018,5,0.32332885,Medium
20e0101b20700188cadb288126949685,MG,furniture_decor,105.56,-4.0,credit_card,5.0,0,0,0,2018,1,0.4422686,Medium
0e782c3705510e717d28907746cbda82,SP,telephony,37.379999999999995,-12.0,credit_card,4.0,0,0,0,2018,5,0.3023196,Medium
d3d6788577c9592da441752e8a1dd5e3,PR,health_beauty,76.65,-3.0,credit_card,5.0,0,0,0,2017,9,0.36649138,Medium
86f21bf63784876b9fd6d35f46581d72,MG,computers_accessories,120.84,-24.0,credit_card,1.0,1,0,1,2018,4,0.4841811,Medium
8447ff843b2616c50c0ced28ab1dae03,SC,watches_gifts,238.69,-13.0,boleto,4.0,0,0,0,2017,12,0.38158575,Medium
f169bd689fb8b32ccd62df9050aebc0b,SP,telephony,772.08,-7.0,credit_card,5.0,0,0,0,2018,4,0.26860115,Medium
77e9941864fc840be8e4b1ba5347c0f7,CE,sports_leisure,103.27,-10.0,credit_card,5.0,0,0,0,2018,8,0.39659163,Medium
41bb5cee06dbf170878a9ef93ac7e7f5,SP,furniture_decor,23.69,-21.0,credit_card,5.0,0,0,0,2018,5,0.272701,Medium
6a0a8bfbbe700284feb0845d95e0867f,RJ,furniture_decor,101.74,17.0,credit_card,1.0,1,0,1,2017,11,0.6378026,High
f7959f8385f34c4f645327465a1c9fc4,SP,bed_bath_table,28.86,-16.0,credit_card,5.0,0,0,0,2017,3,0.40262964,Medium
23f553848a03aaab35bb3f9f87725125,PR,baby,117.77,-35.0,credit_card,5.0,0,0,0,2018,6,0.24178621,Low
e3447938231fb6ba2fee0231b51eca59,SP,housewares,172.14,-2.0,credit_card,5.0,0,0,0,2018,8,0.35945973,Medium
e346cd9299371b18c0b28e8e29a5e376,SP,sports_leisure,42.59,-14.0,credit_card,5.0,0,0,0,2017,5,0.26773062,Medium
a5474c0071dd5d1074e12d417078bbd0,SP,health_beauty,21.38,1.0,boleto,5.0,0,0,0,2018,7,0.35848016,Medium
0760a852e4e9d89eb77bf631eaaf1c84,SC,christmas_supplies,50.35,,boleto,3.0,0,0,0,2018,8,0.30539224,Medium
bb7c5cf4dff9994daeab7c8ee9d287aa,RS,health_beauty,554.4,-17.0,credit_card,4.0,0,0,0,2018,3,0.45805022,Medium
66d03fb3c4b0f80b5db04ef9c260336d,SP,furniture_decor,96.01,-19.0,credit_card,4.0,0,0,0,2018,2,0.46707714,Medium
a6cd683d4bd3b9b1f0aa37b27f8116d3,BA,health_beauty,609.9,-28.0,credit_card,4.0,0,0,0,2017,1,0.46107805,Medium
bfe42c22ecbf90bc9f35cf591270b6a7,MG,unknown,42.4,-17.0,credit_card,5.0,0,0,0,2018,1,0.3112108,Medium
e1da8361c76cab67aa3588a1fbf1af54,MG,watches_gifts,253.4,-13.0,boleto,2.0,1,0,1,2017,7,0.4857613,Medium
af5b0604e113e1526593d505a26ef39d,SP,housewares,28.619999999999997,-16.0,voucher,1.0,1,0,1,2017,9,0.47761276,Medium
9d531c565e28c3e0d756192f84d8731f,RJ,furniture_decor,40.09,32.0,credit_card,1.0,1,0,1,2017,11,0.63683325,High
4da3bd761ca73d692ae0f5c252495546,RJ,perfumery,26.44,-17.0,credit_card,5.0,0,0,0,2018,2,0.4539122,Medium
80d817467dc3d0a4bb5ab8986c962b1f,DF,stationery,132.88,-8.0,credit_card,5.0,0,0,0,2018,8,0.45492744,Medium
c75acba615d2db29345327974641467d,RJ,health_beauty,111.89,-28.0,credit_card,5.0,0,0,0,2018,7,0.41139415,Medium
210e60465099814a1d2c7635e4065153,RJ,cool_stuff,231.79,-7.0,credit_card,4.0,0,0,0,2018,5,0.407574,Medium
8fc207e94fa91a7649c5a5dab690272a,RJ,bed_bath_table,135.51,32.0,credit_card,3.0,0,0,0,2017,11,0.6723641,High
4b3a605942f29d490cb74bd6ace6b9f0,RS,fashion_bags_accessories,38.099999999999994,-17.0,credit_card,5.0,0,0,0,2017,9,0.22091311,Low
1c35ac660d7ef6691b25d20df3d6eccb,SP,housewares,74.03,-11.0,credit_card,5.0,0,0,0,2017,6,0.3416664,Medium
01a75ac3dd000b7628a684be97c29234,RJ,housewares,58.0,-14.0,credit_card,1.0,1,0,1,2018,1,0.5166935,High
0c6b011f8a4f87010c23995f5807d152,RN,watches_gifts,66.02,-16.0,credit_card,5.0,0,0,0,2018,8,0.34188133,Medium
ee0c5c649e17808bc4a363d3a80ebf85,RJ,sports_leisure,53.2,-1.0,voucher,4.0,0,0,0,2018,1,0.765561,Very High
f2fa3795760c35b8c05fa8e2f09d5143,SP,bed_bath_table,518.39,-27.0,boleto,3.0,0,0,0,2018,3,0.5289525,High
3923e3ade70348985bd2ca389905cf19,SP,musical_instruments,78.15,-10.0,boleto,4.0,0,0,0,2018,3,0.32820505,Medium
e37797aedc7cd4ef82278fbc169eecaf,SP,bed_bath_table,84.57,-9.0,credit_card,5.0,0,0,0,2018,5,0.43542427,Medium
35660aec0cc42b6257e24281ee0e6255,PB,office_furniture,155.0,-15.0,credit_card,1.0,1,0,1,2017,3,0.7069411,High
b01875821b8dcb6abc61776f0f971bce,RJ,furniture_decor,142.16,-14.0,credit_card,4.0,0,0,0,2017,11,0.75599676,Very High
5164933efe0cd14f31424b9badf81f19,SP,bed_bath_table,141.9,-17.0,credit_card,1.0,1,0,1,2018,4,0.42360348,Medium
06a6627d9cc91a04e9d146bf65fee0a2,SP,bed_bath_table,113.62,-14.0,credit_card,4.0,0,0,0,2017,7,0.400719,Medium
15bed8e2fec7fdbadb186b57c46c92f2,SP,perfumery,138.28,,credit_card,5.0,0,0,0,2017,9,0.3495167,Medium
5447160f15621601fa9ba2b94f4906b3,PR,watches_gifts,161.77,-16.0,credit_card,5.0,0,0,0,2017,11,0.5156306,High
01855f880aae9a984c7c33b26fcf2e02,SP,health_beauty,95.52,-7.0,credit_card,5.0,0,0,0,2017,10,0.45990548,Medium
65312c6e4ce03c0fb633a4ac541949d8,RJ,bed_bath_table,68.59,-11.0,credit_card,5.0,0,0,0,2018,7,0.27947912,Medium
741fd1b80f015f170a7f458cf86769b8,MG,health_beauty,106.38,-24.0,credit_card,1.0,1,0,1,2017,12,0.4601599,Medium
b16cec67cb3f5a4bb31abe8988b43d19,RJ,sports_leisure,141.67000000000002,-22.0,credit_card,5.0,0,0,0,2018,3,0.48221633,Medium
e6190dea235662449d160357e46eaec8,SP,health_beauty,89.88000000000001,-22.0,credit_card,5.0,0,0,0,2018,1,0.39373222,Medium
8eeda294fab8a5ed70259afb59a10ff8,PR,computers_accessories,187.2,-22.0,boleto,5.0,0,0,0,2018,2,0.7075036,High
89165e6d4c28047da0adf13ac8b3e1b3,SP,health_beauty,118.35,-4.0,credit_card,5.0,0,0,0,2018,7,0.25839496,Medium
f376081d7c5f1767fbc7fae2d19ca32e,SP,sports_leisure,309.71999999999997,-17.0,credit_card,5.0,0,0,0,2017,3,0.7022779,High
4b87488fb6269f8321508923b95da4d6,MG,housewares,38.47,-20.0,credit_card,5.0,0,0,0,2018,6,0.2853707,Medium
e9ce52cd563d0124dced659e69eab10a,SP,luggage_accessories,312.90999999999997,-11.0,boleto,5.0,0,0,0,2017,7,0.4201475,Medium
9344ccd01ff5fa7ec2aef0ee7e1c49c3,SP,stationery,51.79,-11.0,boleto,5.0,0,0,0,2018,5,0.2930086,Medium
f4471dae8c482f51aa1826cd9f5d4433,SP,sports_leisure,232.14,-8.0,credit_card,1.0,1,0,1,2018,7,0.76537377,Very High
aeb4c9d05ab11d7c6c9ca24f8c43bd70,GO,perfumery,22.79,-20.0,credit_card,2.0,1,0,1,2017,9,0.6975038,High
33a3edb84b9df4cb49546859b990ac6d,MG,garden_tools,67.5,6.0,debit_card,1.0,1,0,1,2018,2,0.5430418,High
9885fff91f7c807525f8320e5292a3db,SP,health_beauty,156.67,-7.0,boleto,5.0,0,0,0,2018,1,0.3492813,Medium
e7a65190baa4e6fd192246157c0b81fb,PA,telephony,53.83,-17.0,credit_card,5.0,0,0,0,2017,4,0.46319675,Medium
62a12e4d2a742b2491d7c00d2d79bf52,RS,garden_tools,299.72,-19.0,credit_card,5.0,0,0,0,2017,11,0.5915795,High
90349f264a3d6a2525a34598d09dda6b,SP,construction_tools_lights,314.34,-6.0,boleto,5.0,0,0,0,2018,5,0.33213222,Medium
95cf9f239f724799131f7ca949209bd9,SP,health_beauty,97.88,-13.0,credit_card,5.0,0,0,0,2018,5,0.42987776,Medium
04a59fe46fc5aa341da5378c195ed53c,PR,baby,75.18,-8.0,credit_card,5.0,0,0,0,2017,11,0.39133748,Medium
86b37610c0e86e94afe3d5ba4b73fa14,MT,pet_shop,161.3,-15.0,boleto,5.0,0,0,0,2017,11,0.71528757,High
5c2d1d55c31db1cbe069dc9b6454b897,MG,books_technical,117.45,-9.0,credit_card,5.0,0,0,0,2018,7,0.3191128,Medium
1d067305b599c1e0dceb3864056ea527,SP,bed_bath_table,170.43,0.0,credit_card,5.0,0,0,0,2018,2,0.48964947,Medium
abc5ec9ecaec740b498a37f19c29a8c0,RS,toys,141.06,-24.0,credit_card,3.0,0,0,0,2017,4,0.29958996,Medium
6942b8da583c2f9957e990d028607019,MG,perfumery,69.12,,boleto,,0,0,0,2018,1,0.4270196,Medium
c3cb4c7c4b963ab08b07a5dca5baf05d,RS,stationery,134.58,-16.0,boleto,5.0,0,0,0,2017,5,0.24917458,Low
af66c46c49bdb3bf2f862efb1eb67d81,SP,telephony,59.85,-11.0,credit_card,5.0,0,0,0,2017,7,0.4304,Medium
14e6e050a57912543937e93051cc7b2c,SP,small_appliances,68.63,-29.0,credit_card,4.0,0,0,0,2018,6,0.26438332,Medium
cefa8ee1540139ac77fa0c1b4ff1f04b,PR,food,86.05,-19.0,credit_card,5.0,0,0,0,2018,7,0.32050934,Medium
265f4e28ef8cf69f8445e2951bbe7343,RO,garden_tools,64.74,-22.0,credit_card,4.0,0,0,0,2017,3,0.5388957,High
34276839abbc2d596eb36540d36c624c,RS,baby,217.78,-20.0,credit_card,5.0,0,0,0,2017,10,0.48478836,Medium
556bbf53c2c22fbb9ef31a414dd444a6,DF,furniture_decor,67.5,-18.0,credit_card,4.0,0,0,0,2017,12,0.4998714,Medium
36530871a5e80138db53bcfd8a104d90,PE,sports_leisure,63.79,,credit_card,1.0,1,0,1,2017,5,0.4233256,Medium
b2bd1f09c1b8a4a36940f6f6e49d5dec,SC,watches_gifts,215.14,-15.0,voucher,5.0,0,0,0,2018,2,0.45114663,Medium
e69e2290db6b2d3b7593a40112e1a82a,SP,books_technical,126.67000000000002,-29.0,boleto,5.0,0,0,0,2018,6,0.4212283,Medium
c8627adf430caff83161acbeb344d8f5,SP,sports_leisure,285.59000000000003,-7.0,credit_card,5.0,0,0,0,2018,8,0.40000328,Medium
1370fae9b19ee5e01a2d609eb18b7c8a,BA,auto,145.5,-8.0,credit_card,4.0,0,0,0,2017,11,0.48946902,Medium
a7cd6af6e0519313887b3c3a120f20ca,SP,bed_bath_table,43.29,-4.0,credit_card,5.0,0,0,0,2018,4,0.24948542,Low
663830a477534735bbdec9de01113fa2,SP,electronics,38.41,-21.0,credit_card,5.0,0,0,0,2018,7,0.17743212,Low
b2f3763408103bc7173bb36ed02dbeea,MG,bed_bath_table,402.49,-28.0,credit_card,5.0,0,0,0,2018,5,0.5937278,High
0dad6beca7ed0e352668498c29089900,SP,auto,110.89,-14.0,credit_card,5.0,0,0,0,2017,12,0.4487822,Medium
93ec3e2c9a4beee38c28973d307093e1,SP,office_furniture,204.45,-5.0,credit_card,1.0,1,0,1,2018,3,0.4981707,Medium
5561adcb0fd46da4cad3048fa4e7fc00,SP,home_appliances,109.35,-14.0,credit_card,5.0,0,0,0,2018,6,0.39942008,Medium
6245ae0abd9de1ae647b5da78c0ea69b,SP,market_place,74.74,-11.0,credit_card,3.0,0,0,0,2017,9,0.27613896,Medium
ce9feeba53c652dd6569cca62e2bb287,SP,home_appliances,56.86,-6.0,credit_card,2.0,1,0,1,2018,4,0.41818255,Medium
565923f847aad52e7638eb189cce3b51,MG,health_beauty,97.81,-23.0,credit_card,5.0,0,0,0,2018,1,0.34836957,Medium
36ebb4199031e72a1fa964549b88c377,SP,baby,133.25,-16.0,voucher,5.0,0,0,0,2018,4,0.3589243,Medium
232b75e8b6faa6ca2063184414e634a7,PR,bed_bath_table,180.95,-11.0,boleto,5.0,0,0,0,2017,9,0.3514461,Medium
ee990334acb0ff9333b01afa465f3006,MT,agro_industry_and_commerce,445.32,-11.0,boleto,4.0,0,0,0,2018,2,0.23043348,Low
780fe22baa36991bdbb1559f5b549596,MG,telephony,52.510000000000005,-17.0,credit_card,5.0,0,0,0,2017,4,0.45091742,Medium
58ac1947c1a9067b9f416cba6d844a3f,SP,unknown,124.16,-4.0,credit_card,5.0,0,0,0,2017,9,0.37331328,Medium
ba4ddff2b9082f079de9a84d7a5605fd,SP,health_beauty,65.47,-13.0,credit_card,5.0,0,0,0,2018,1,0.3400672,Medium
75351e48296ef42211a0b80c427aae57,SP,housewares,98.16,-7.0,boleto,4.0,0,0,0,2017,3,0.49433756,Medium
64a2b20e6611bf80d933549f4c45ad84,MT,telephony,40.78,-10.0,boleto,5.0,0,0,0,2017,12,0.4983143,Medium
775130c792f4c6460c63162e994a1114,PR,party_supplies,273.27000000000004,-24.0,credit_card,5.0,0,0,0,2017,12,0.47870407,Medium
b0928556a10706af462ca2ab2c91903b,MG,computers_accessories,106.73,-9.0,credit_card,5.0,0,0,0,2018,8,0.37602472,Medium
5487a8ac1699754d975f853ce8bb9321,SP,home_confort,187.19,-12.0,boleto,3.0,0,0,0,2018,3,0.47416326,Medium
00571ded73b3c061925584feab0db425,MG,perfumery,389.82,-13.0,credit_card,5.0,0,0,0,2017,5,0.535369,High
74ebfa44a323c96a7760bd693d690a3d,ES,cool_stuff,393.46,-22.0,credit_card,5.0,0,0,0,2017,6,0.38711298,Medium
37104fd8b73d0691fda9491fe8906808,RS,cds_dvds_musicals,122.22,-21.0,boleto,4.0,0,0,0,2017,7,0.51026094,High
b6b3633f97c686d8e188ac6fa29ff20d,SP,telephony,698.85,-11.0,credit_card,2.0,1,0,1,2018,7,0.42489368,Medium
37e32b54f25d2472acbc642f7e539a36,RJ,perfumery,99.33,-17.0,credit_card,5.0,0,0,0,2017,7,0.4524572,Medium
43d88b0e949865904334dd5b3ca63f50,SP,perfumery,58.28,-13.0,credit_card,4.0,0,0,0,2018,3,0.43284962,Medium
5e99f3c445038a0709b2aea8e34ed593,SP,housewares,77.03,-10.0,credit_card,4.0,0,0,0,2017,6,0.3222683,Medium
f61b61c2cbb4192ccaf9c2c76a4cc971,RS,computers_accessories,49.73,-4.0,credit_card,3.0,0,0,0,2018,2,0.25826147,Medium
6d7de866a140b19d09e825b2a4e944c7,SC,furniture_decor,139.8,-21.0,credit_card,2.0,1,0,1,2018,4,0.7730955,Very High
3f849648ffbabb0562c7668f212e3e88,MG,pet_shop,86.36000000000001,1.0,credit_card,4.0,0,0,0,2018,5,0.3566232,Medium
7c18eddfcd24680d80a502346221614e,GO,furniture_decor,423.67,-16.0,credit_card,3.0,0,0,0,2018,7,0.68337166,High
